"OGid","Phco_ech1","Phco_ech2","Phco_ech3","Phlu_ech1","Phlu_ech2","Phlu_ech3","Hbet_ech1","Hbet_ech2","Hbet_ech3","Hkan_ech1","Hkan_ech2","Hkan_ech3","Gpru_ech1","Gpru_ech2","Gpru_ech3","Grac_ech1","Grac_ech2","Grac_ech3","Pgab_ech1","Pgab_ech2","Pgab_ech3","Psem_ech1","Psem_ech2","Psem_ech3","Pcos_ech1","Pcos_ech2","Pgra_ech1","Pgra_ech2","Prev_ech1","Prev_ech2","Mper_ech1","Mper_ech2","Mper_ech3","Ncfi_ech1","Ncfi_ech2","Nmon_ech1","Nmon_ech2","ScorA_ech2","ScorA_ech3","ScorB_ech1","ScorB_ech2","ScorB_ech3","ScorC_ech1","ScorC_ech2","ScorC_ech3","ScorD_ech1","ScorD_ech2","ScorD_ech3"
"14460",1716,1716,1716,1214,1214,1214,NA,NA,NA,NA,NA,NA,8319,8319,8319,6973,6973,6973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,862,862,862,862,862,862,862,862,862,862,862
"14465",457,457,457,984,984,984,326,326,326,327,327,327,446,446,446,NA,NA,NA,NA,NA,NA,1076,1076,1076,NA,NA,NA,NA,375,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14469",11449,11449,11449,4113,4113,4113,9714,9714,9714,10707,10707,10707,5566,5566,5566,11899,11899,11899,3085,3085,3085,2866,2866,2866,4983,4983,3395,3395,5725,5725,12031,12031,12031,2550,2550,6824,6824,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831
"14470",NA,NA,NA,2503,2503,2503,NA,NA,NA,NA,NA,NA,508,508,508,328,328,328,2138,2138,2138,2218,2218,2218,NA,NA,NA,NA,934,934,4137,4137,4137,4501,4501,4846,4846,5056,5056,5056,5056,5056,5056,5056,5056,5056,5056,5056
"14471",NA,NA,NA,285,285,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14472",3803,3803,3803,2282,2282,2282,1329,1329,1329,1921,1921,1921,331,331,331,NA,NA,NA,NA,NA,NA,647,647,647,NA,NA,NA,NA,494,494,10308,10308,10308,4310,4310,6384,6384,3214,3214,3214,3214,3214,3214,3214,3214,3214,3214,3214
"14473",996,996,996,5267,5267,5267,NA,NA,NA,313,313,313,NA,NA,NA,NA,NA,NA,274,274,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14475",1824,1824,1824,1734,1734,1734,1385,1385,1385,1577,1577,1577,1942,1942,1942,3520,3520,3520,5115,5115,5115,6822,6822,6822,991,991,2532,2532,1056,1056,827,827,827,945,945,NA,NA,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016
"14476",308,308,308,1188,1188,1188,894,894,894,NA,NA,NA,NA,NA,NA,462,462,462,270,270,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,629,629,629,1255,1255,986,986,3690,3690,3690,3690,3690,3690,3690,3690,3690,3690,3690
"14478",200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14479",651,651,651,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,311,311,NA,NA,NA,3649,3649,3649,925,925,925,422,422,NA,NA,201,201,2185,2185,2185,946,946,1433,1433,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331
"14484",2896,2896,2896,4119,4119,4119,1723,1723,1723,3283,3283,3283,2100,2100,2100,2929,2929,2929,NA,NA,NA,375,375,375,NA,NA,190,190,555,555,2706,2706,2706,508,508,1505,1505,2331,2331,2331,2331,2331,2331,2331,2331,2331,2331,2331
"14490",21578,21578,21578,17407,17407,17407,1612,1612,1612,NA,NA,NA,NA,NA,NA,NA,NA,NA,3237,3237,3237,3184,3184,3184,34729,34729,29882,29882,11808,11808,NA,NA,NA,899,899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14491",NA,NA,NA,1240,1240,1240,NA,NA,NA,488,488,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14492",317,317,317,1431,1431,1431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,271,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,747,747,747,NA,NA,NA,NA,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
"14496",785,785,785,269,269,269,382,382,382,2158,2158,2158,10512,10512,10512,5815,5815,5815,8063,8063,8063,8318,8318,8318,4877,4877,2362,2362,3223,3223,48233,48233,48233,19937,19937,18866,18866,11173,11173,11173,11173,11173,11173,11173,11173,11173,11173,11173
"14497",819,819,819,1037,1037,1037,883,883,883,1078,1078,1078,891,891,891,942,942,942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2862,2862,2862,3034,3034,3701,3701,694,694,694,694,694,694,694,694,694,694,694
"14498",NA,NA,NA,1237,1237,1237,NA,NA,NA,NA,NA,NA,3040,3040,3040,NA,NA,NA,1933,1933,1933,3439,3439,3439,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,267,NA,NA,4721,4721,4721,4721,4721,4721,4721,4721,4721,4721,4721
"14500",4582,4582,4582,1631,1631,1631,3115,3115,3115,2189,2189,2189,3235,3235,3235,2739,2739,2739,1430,1430,1430,446,446,446,2954,2954,1687,1687,3295,3295,9494,9494,9494,3067,3067,2823,2823,5241,5241,5241,5241,5241,5241,5241,5241,5241,5241,5241
"14501",NA,NA,NA,2473,2473,2473,1135,1135,1135,871,871,871,2760,2760,2760,2762,2762,2762,NA,NA,NA,NA,NA,NA,353,353,530,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14502",5038,5038,5038,1364,1364,1364,11262,11262,11262,9035,9035,9035,11197,11197,11197,9165,9165,9165,5412,5412,5412,NA,NA,NA,2710,2710,3764,3764,2841,2841,NA,NA,NA,NA,NA,NA,NA,13857,13857,13857,13857,13857,13857,13857,13857,13857,13857,13857
"14506",651,651,651,736,736,736,633,633,633,587,587,587,NA,NA,NA,NA,NA,NA,444,444,444,799,799,799,791,791,729,729,NA,NA,319,319,319,597,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14507",244,244,244,NA,NA,NA,1244,1244,1244,1207,1207,1207,NA,NA,NA,796,796,796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14508",3732,3732,3732,2666,2666,2666,NA,NA,NA,259,259,259,NA,NA,NA,NA,NA,NA,832,832,832,2855,2855,2855,1307,1307,2243,2243,5044,5044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14511",4516,4516,4516,1286,1286,1286,3933,3933,3933,7049,7049,7049,749,749,749,3099,3099,3099,1712,1712,1712,3278,3278,3278,1030,1030,NA,NA,862,862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14512",12346,12346,12346,14496,14496,14496,11806,11806,11806,10502,10502,10502,25625,25625,25625,23095,23095,23095,30326,30326,30326,16661,16661,16661,17587,17587,31086,31086,22725,22725,1448,1448,1448,412,412,445,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14514",280,280,280,752,752,752,439,439,439,1009,1009,1009,2266,2266,2266,1617,1617,1617,1674,1674,1674,1313,1313,1313,582,582,NA,NA,4700,4700,3971,3971,3971,283,283,2363,2363,383,383,383,383,383,383,383,383,383,383,383
"14519",446,446,446,376,376,376,1983,1983,1983,1044,1044,1044,580,580,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,339,NA,NA,NA,NA,NA,NA,NA,941,941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14521",324,324,324,412,412,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3015,3015,325,325,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14522",NA,NA,NA,837,837,837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,286,327,327,327,NA,NA,NA,NA,1381,1381,776,776,776,NA,NA,436,436,280,280,280,280,280,280,280,280,280,280,280
"14523",1518,1518,1518,NA,NA,NA,220,220,220,424,424,424,412,412,412,NA,NA,NA,2800,2800,2800,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,249,249,376,376,NA,NA,606,606,606,606,606,606,606,606,606,606,606
"14524",388,388,388,946,946,946,1417,1417,1417,1378,1378,1378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14526",297,297,297,NA,NA,NA,NA,NA,NA,316,316,316,NA,NA,NA,NA,NA,NA,426,426,426,312,312,312,NA,NA,NA,NA,302,302,360,360,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14528",727,727,727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14530",24487,24487,24487,35243,35243,35243,19832,19832,19832,9174,9174,9174,35812,35812,35812,25437,25437,25437,32981,32981,32981,18506,18506,18506,26597,26597,529,529,41078,41078,103781,103781,103781,135030,135030,77511,77511,13359,13359,13359,13359,13359,13359,13359,13359,13359,13359,13359
"14535",5647,5647,5647,7549,7549,7549,12849,12849,12849,13695,13695,13695,12093,12093,12093,11145,11145,11145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377,377,377,NA,NA,NA,NA,16820,16820,16820,16820,16820,16820,16820,16820,16820,16820,16820
"14555",726,726,726,NA,NA,NA,NA,NA,NA,NA,NA,NA,611,611,611,951,951,951,548,548,548,NA,NA,NA,444,444,NA,NA,242,242,NA,NA,NA,1230,1230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14558",NA,NA,NA,579,579,579,NA,NA,NA,1205,1205,1205,607,607,607,216,216,216,346,346,346,396,396,396,NA,NA,968,968,1304,1304,1889,1889,1889,NA,NA,NA,NA,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164
"14562",460,460,460,749,749,749,NA,NA,NA,1377,1377,1377,943,943,943,NA,NA,NA,614,614,614,337,337,337,2342,2342,924,924,2161,2161,3012,3012,3012,1401,1401,1855,1855,491,491,491,491,491,491,491,491,491,491,491
"14564",872,872,872,547,547,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,5573,5573,5573,5573,5573,5573,5573,5573,5573,5573,5573
"14566",3634,3634,3634,5936,5936,5936,NA,NA,NA,NA,NA,NA,1741,1741,1741,NA,NA,NA,NA,NA,NA,NA,NA,NA,4543,4543,2108,2108,3520,3520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14568",2046,2046,2046,1578,1578,1578,2396,2396,2396,5119,5119,5119,3467,3467,3467,4174,4174,4174,1419,1419,1419,746,746,746,NA,NA,287,287,1654,1654,NA,NA,NA,NA,NA,949,949,1534,1534,1534,1534,1534,1534,1534,1534,1534,1534,1534
"14571",NA,NA,NA,668,668,668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293,293,NA,NA,NA,NA,655,655,655,655,655,655,655,655,655,655,655
"14574",1331,1331,1331,2486,2486,2486,NA,NA,NA,NA,NA,NA,308,308,308,NA,NA,NA,310,310,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,618,618,NA,NA,NA,NA,313,313,313,313,313,313,313,313,313,313,313
"14576",800,800,800,1991,1991,1991,420,420,420,867,867,867,692,692,692,749,749,749,NA,NA,NA,NA,NA,NA,637,637,939,939,234,234,859,859,859,887,887,1333,1333,794,794,794,794,794,794,794,794,794,794,794
"14577",3707,3707,3707,344,344,344,NA,NA,NA,NA,NA,NA,319,319,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086,1086,1086,NA,NA,718,718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14578",422,422,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,378,378,378,NA,NA,NA,NA,NA,NA,387,387,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14582",481,481,481,1270,1270,1270,NA,NA,NA,573,573,573,700,700,700,661,661,661,1204,1204,1204,1429,1429,1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657,657,291,291,291,291,291,291,291,291,291,291,291
"14584",363,363,363,316,316,316,1045,1045,1045,NA,NA,NA,1173,1173,1173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818,818,818,818,818,818,818,818,818,818,818
"14586",3614,3614,3614,2519,2519,2519,4059,4059,4059,4074,4074,4074,3449,3449,3449,1447,1447,1447,1432,1432,1432,2932,2932,2932,844,844,268,268,337,337,5930,5930,5930,NA,NA,1199,1199,2522,2522,2522,2522,2522,2522,2522,2522,2522,2522,2522
"14587",545,545,545,302,302,302,2134,2134,2134,710,710,710,217,217,217,623,623,623,975,975,975,NA,NA,NA,NA,NA,1367,1367,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,525,525,525,525,525,525,525,525,525,525
"14593",2619,2619,2619,692,692,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,563,563,563,2171,2171,2171,2607,2607,2607,3386,3386,2727,2727,5328,5328,910,910,910,NA,NA,504,504,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922
"14594",512,512,512,649,649,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645,645,645,630,630,630,NA,NA,1093,1093,522,522,NA,NA,NA,1003,1003,NA,NA,376,376,376,376,376,376,376,376,376,376,376
"14596",965,965,965,8929,8929,8929,3716,3716,3716,3436,3436,3436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596,596,1678,1678,1678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14597",275,275,275,NA,NA,NA,NA,NA,NA,345,345,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509,509,298,298,333,333,1363,1363,1363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14600",2409,2409,2409,2803,2803,2803,NA,NA,NA,11450,11450,11450,5571,5571,5571,8143,8143,8143,1739,1739,1739,NA,NA,NA,NA,NA,1220,1220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14601",NA,NA,NA,374,374,374,408,408,408,476,476,476,838,838,838,NA,NA,NA,1282,1282,1282,1968,1968,1968,NA,NA,NA,NA,474,474,301,301,301,569,569,213,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14607",1168,1168,1168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14608",508,508,508,NA,NA,NA,NA,NA,NA,729,729,729,360,360,360,546,546,546,831,831,831,772,772,772,NA,NA,NA,NA,399,399,2916,2916,2916,1722,1722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14613",NA,NA,NA,565,565,565,1078,1078,1078,1259,1259,1259,701,701,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,757,1122,1122,319,319,NA,NA,NA,NA,NA,NA,NA,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372
"14614",25028,25028,25028,14733,14733,14733,895,895,895,4027,4027,4027,1071,1071,1071,252,252,252,895,895,895,4977,4977,4977,1490,1490,5810,5810,5843,5843,11637,11637,11637,1623,1623,300,300,230,230,230,230,230,230,230,230,230,230,230
"14618",1040,1040,1040,1751,1751,1751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5365,5365,5365,7565,7565,7565,3161,3161,NA,NA,4766,4766,NA,NA,NA,28222,28222,2494,2494,3046,3046,3046,3046,3046,3046,3046,3046,3046,3046,3046
"14619",3714,3714,3714,2800,2800,2800,3184,3184,3184,3231,3231,3231,3133,3133,3133,3607,3607,3607,3554,3554,3554,4415,4415,4415,2851,2851,3436,3436,973,973,6699,6699,6699,2671,2671,2539,2539,2670,2670,2670,2670,2670,2670,2670,2670,2670,2670,2670
"14625",1729,1729,1729,1520,1520,1520,1771,1771,1771,387,387,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201363,201363,201363,78770,78770,52792,52792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14627",318,318,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,812,812,812,221,221,339,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,289,289,289,289,289,289,289,289,289,289
"14637",293,293,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,692,692,692,435,435,435,NA,NA,NA,872,872,872,NA,NA,NA,NA,NA,NA,937,937,937,NA,NA,625,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14643",1415,1415,1415,652,652,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,319,319,335,335,335,862,862,862,NA,NA,747,747,NA,NA,2025,2025,2025,296,296,764,764,708,708,708,708,708,708,708,708,708,708,708
"14650",708,708,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663,663,NA,NA,2164,2164,2164,NA,NA,968,968,279,279,279,279,279,279,279,279,279,279,279
"14651",1474,1474,1474,4178,4178,4178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805,805,NA,NA,NA,NA,NA,NA,NA,4562,4562,4562,4562,4562,4562,4562,4562,4562,4562,4562
"14652",1073,1073,1073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,838,838,NA,NA,275,275,NA,NA,NA,NA,NA,NA,NA,577,577,577,577,577,577,577,577,577,577,577
"14654",2228,2228,2228,2472,2472,2472,2076,2076,2076,1599,1599,1599,2689,2689,2689,2022,2022,2022,2030,2030,2030,798,798,798,2263,2263,2189,2189,373,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14661",747,747,747,NA,NA,NA,NA,NA,NA,391,391,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,639,639,639,NA,NA,NA,NA,NA,NA,2483,2483,2483,1854,1854,2081,2081,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574
"14665",5037,5037,5037,6660,6660,6660,11018,11018,11018,10833,10833,10833,15908,15908,15908,11960,11960,11960,9854,9854,9854,8076,8076,8076,13076,13076,12002,12002,7247,7247,NA,NA,NA,NA,NA,NA,NA,6671,6671,6671,6671,6671,6671,6671,6671,6671,6671,6671
"14667",3960,3960,3960,9243,9243,9243,4118,4118,4118,4448,4448,4448,3471,3471,3471,3428,3428,3428,NA,NA,NA,NA,NA,NA,587,587,NA,NA,534,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14668",NA,NA,NA,284,284,284,NA,NA,NA,1629,1629,1629,283,283,283,NA,NA,NA,869,869,869,392,392,392,NA,NA,636,636,NA,NA,612,612,612,1477,1477,1078,1078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14670",NA,NA,NA,1252,1252,1252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14675",2599,2599,2599,2033,2033,2033,1667,1667,1667,952,952,952,1485,1485,1485,2910,2910,2910,2529,2529,2529,1886,1886,1886,1715,1715,3586,3586,3641,3641,3219,3219,3219,3907,3907,1435,1435,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496
"14678",1060,1060,1060,555,555,555,431,431,431,NA,NA,NA,NA,NA,NA,1644,1644,1644,366,366,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551,551,NA,NA,301,301,301,301,301,301,301,301,301,301,301
"14680",NA,NA,NA,1892,1892,1892,789,789,789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,271,NA,NA,NA,NA,NA,NA,NA,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
"14682",311,311,311,532,532,532,574,574,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547,547,307,307,5984,5984,NA,NA,NA,453,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14685",NA,NA,NA,263,263,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,720,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,306,5284,5284,5284,NA,NA,2004,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14686",1025,1025,1025,507,507,507,380,380,380,488,488,488,NA,NA,NA,599,599,599,NA,NA,NA,NA,NA,NA,393,393,NA,NA,NA,NA,1761,1761,1761,NA,NA,NA,NA,295,295,295,295,295,295,295,295,295,295,295
"14687",337,337,337,1038,1038,1038,490,490,490,527,527,527,610,610,610,NA,NA,NA,NA,NA,NA,1263,1263,1263,NA,NA,NA,NA,NA,NA,3448,3448,3448,NA,NA,1185,1185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14695",369,369,369,NA,NA,NA,NA,NA,NA,486,486,486,316,316,316,504,504,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4394,4394,4394,3935,3935,2369,2369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14696",464,464,464,441,441,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,817,817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14697",1039,1039,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,286,854,854,NA,NA,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449
"14698",795,795,795,735,735,735,352,352,352,NA,NA,NA,872,872,872,1021,1021,1021,1232,1232,1232,NA,NA,NA,1062,1062,1053,1053,383,383,3001,3001,3001,1123,1123,343,343,657,657,657,657,657,657,657,657,657,657,657
"14700",1577,1577,1577,2524,2524,2524,271,271,271,4432,4432,4432,2685,2685,2685,320,320,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26480,26480,26480,14663,14663,7545,7545,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611
"14702",3032,3032,3032,2238,2238,2238,1526,1526,1526,369,369,369,NA,NA,NA,3604,3604,3604,2782,2782,2782,2980,2980,2980,409,409,3267,3267,241,241,NA,NA,NA,NA,NA,NA,NA,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365
"14703",NA,NA,NA,1465,1465,1465,NA,NA,NA,NA,NA,NA,923,923,923,1329,1329,1329,NA,NA,NA,NA,NA,NA,401,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14705",449,449,449,293,293,293,384,384,384,NA,NA,NA,NA,NA,NA,233,233,233,NA,NA,NA,NA,NA,NA,1016,1016,613,613,NA,NA,2386,2386,2386,1446,1446,1695,1695,469,469,469,469,469,469,469,469,469,469,469
"14709",368,368,368,826,826,826,NA,NA,NA,1009,1009,1009,867,867,867,540,540,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,299,299,633,633,NA,NA,646,646,646,646,646,646,646,646,646,646,646
"14711",869,869,869,601,601,601,1113,1113,1113,NA,NA,NA,490,490,490,NA,NA,NA,610,610,610,NA,NA,NA,211,211,661,661,334,334,NA,NA,NA,NA,NA,417,417,240,240,240,240,240,240,240,240,240,240,240
"14758",2158,2158,2158,251,251,251,628,628,628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1197,1197,2196,2196,679,679,7962,7962,7962,3826,3826,3187,3187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14766",4396,4396,4396,4565,4565,4565,4409,4409,4409,7116,7116,7116,4772,4772,4772,4806,4806,4806,10646,10646,10646,8673,8673,8673,4472,4472,4611,4611,290,290,15542,15542,15542,8173,8173,6823,6823,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748
"14771",NA,NA,NA,695,695,695,901,901,901,838,838,838,1010,1010,1010,967,967,967,888,888,888,NA,NA,NA,NA,NA,1089,1089,875,875,1018,1018,1018,1657,1657,893,893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14773",821,821,821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1554,1554,1554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14794",1939,1939,1939,689,689,689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,355,616,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14835",848,848,848,874,874,874,380,380,380,NA,NA,NA,562,562,562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
